Seq	sampleID	sampleID_ss	sampleID_ss_mean	sampleID_nonss_mean	Cruise	Station	yyyy-mm-ddThh:mm:ss.sss	Date_mm/dd/yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	DEPTH_M	depthbin	Pressure	CTD-S	CTD-T	Potemp090C	CTD-O2	Oxsatperc	CTD-fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC:TON	NH4_uM	NO2_uM	NO3+NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC:PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON/TN	DOC:DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA:LNA_bacteria	smallVirus:Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m-1	a300_m-1	a351_m-1	a375_m-1	S300-650nm__um-1	R2_of_slope_fit_300-650	S275-295nm__um-1	S300-450nm__um-1
468	MP4_P5_10m	MP4_P5_10m_ss	MP4_P5_10m_ss_mean	MP4_P5_10m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	10	epi	10.102	34.8484	6.01	6.0091	6.00452	6.92689	1.5093	0.285	27.4316		3.015		0.634				71.4	856.8	12.6	6	83.7	11.9	0.14		6.48	6.62	0.49	1.99	336.06	6.1	28.01	64.81	1.7	4.63	6.05	43.39	520.74	1.35	18.91	0.11	32.12	2.17	0.15	5.78	7.95	16483.936	3869.478	524.096	3345	6985.944		564.257	34	1.32E+06	3.32E+05	9.54E+06	5.15E+06	1.06E+06	1.58E+07	0.33	7.21	760.987	263.685	27870.47														
469	MP4_P5_5m	MP4_P5_5m_ss	MP4_P5_5m_ss_mean	MP4_P5_5m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	5	epi	4.914	34.8733	5.9667	5.9663	6.00172	6.93286	1.6005	0.337	27.4569		3.144		0.575				84.5	1014	14.1	8.5	119.3	9.9	0.1		5.48	5.58	0.44	1.79	328.1	6.57	27.34	64.88	2.05	4.63	5.9	57.16	685.9	3.89	54.4	0.28	14.71	2.13	0.35	5.72	7.84	15393.574	4090.361	413.655	3677	7315.261		684.739	32	1.29E+06	3.23E+05	8.89E+06	4.64E+06	9.67E+05	1.45E+07	0.33	6.87	785.494	261.574	23558.642														
470	MP4_P5_1m	MP4_P5_1m_ss	MP4_P5_1m_ss_mean	MP4_P5_1m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	1	epi	2.74	34.863	6.0268	6.0266	6.00667	6.92347	1.2395	0.364	27.441		3.308		0.667				102.1	1225.2	12.6	7.8	108.8	13.1	0.15		4.68	4.83	0.39	1.88	315.67	14.24	26.31	63.28	2.79	4.52	5.82	75.79	909.53	3.25	45.5	0.26	23.32	1.89	0.13	5.33	7.22	17247.485	4668.008	478.873	4189	7281.69		758.551	48									1017.747	364.969	31645.833														
471	MP4_P6_1000m	MP4_P6_1000m_ss	MP4_P6_1000m_ss_mean	MP4_P6_1000m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	1000	meso	1012.93	34.9315	-0.4575	-0.4991	5.53454	8.14758	0.037378	0.061	28.0742		0.334		0.096				58.2	698.4	21.2	12.7	177.1	4.6	0		8.55	8.55	0.78	5.7	43.82	0.99	3.65	7.35	2.07	0.53	6.95	54.55	654.58	12.12	169.75	0.57	4.5					1329.317	588.353	74.297	514	148.594		28.112	28	8.53E+04	2.21E+04	1.46E+06	1.08E+06	2.20E+05	2.75E+06	0.35	17.09	13.878	3.084	1290.671														
472	MP4_P6_750m	MP4_P6_750m_ss	MP4_P6_750m_ss_mean	MP4_P6_750m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	750	meso	760.109	34.9392	0.1098	0.0767	5.57282	8.02498	0.03663	0.052	28.0513		0.331		0.093				61.3	735.6	19.6	7.5	105.4	8.1	0.15		12.07	12.07	0.97	7.16	37.97	3.68	3.16	5.54	1.18	0.4	7.99	58.14	697.63	7.13	99.88	0.36	8.15					991.968	439.759	38.153	402	66.265		40.161	22	1.05E+05	3.18E+04	1.28E+06	1.20E+06	2.80E+05	2.76E+06	0.43	12.18	8.488	1.543	1652.778														
473	MP4_P6_500m	MP4_P6_500m_ss	MP4_P6_500m_ss_mean	MP4_P6_500m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	500	meso	506.287	35.0381	2.1642	2.1347	5.65085	7.60303	0.037378	0.061	27.9889		0.347		0.103				62.1	745.2	20.1	8.8	122.5	7.1	0.44		11.35	11.35	0.87	5.03	49.33	4.79	4.11	7.26	0.81	0.52	7.93	57.99	695.87	8.23	115.24	0.41	7.04					1208.835	371.486	46.185	325	114.458		34.137	6	1.55E+05	4.92E+04	1.21E+06	1.64E+06	3.38E+05	3.20E+06	0.47	7.84	29.298	3.855	2111.796														
474	MP4_P6_200m	MP4_P6_200m_ss	MP4_P6_200m_ss_mean	MP4_P6_200m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	200	meso	202.462	35.0035	2.5356	2.5237	5.67528	7.53349	0.041115	0.06	27.9298		0.557		0.178				66.1	793.2	13.8	3.4	47.5	19.5	0.62		10.41	10.41	0.78	4.39	37.84	2.11	3.15	5.99	1.74	0.43	7.37	62.95	755.36	2.96	41.47	0.21	21.25	0.13	0.14	1.13	1.26	1339.357	355.422	34.137	321	162.651		60.241	22	2.12E+05	8.30E+04	1.37E+06	2.09E+06	4.76E+05	3.93E+06	0.64	6.47	44.719	6.168	3002.313														
475	MP4_P6_100m	MP4_P6_100m_ss	MP4_P6_100m_ss_mean	MP4_P6_100m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	100	epi	100.853	35.1352	4.4898	4.4824	5.54066	7.17076	0.18465	0.094	27.8408		2.058		0.922				57.7	692.4	19.4				0.23						69.51	3.73	5.79	13	2.79	0.93	6.24	51.91	622.89			0		0.16	0.07	1.25	1.41	62.374	10.06	0	10	36.217		38.229	34	6.74E+05	1.89E+05	1.70E+06	3.08E+06	8.07E+05	5.59E+06	0.39	2.52	152.778	27.778	7763.117														
476	MP4_P6_75m	MP4_P6_75m_ss	MP4_P6_75m_ss_mean	MP4_P6_75m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	75	epi	75.874	34.7795	1.7983	1.7944	5.95373	7.6878	0.37303	0.103	27.8108		1.974		1.071				57.2	686.4	17.2				0.55						88.51	3.32	7.38	15.1	3.35	1.08	6.84	49.82	597.89			0		0.18	0.18	1.37	1.55	56.225	0	0	0	2.008		10.04	22	7.79E+05	2.48E+05	2.18E+06	3.71E+06	8.83E+05	6.78E+06	0.47	2.8	162.683	20.817	7175.019														
477	MP4_P6_50m	MP4_P6_50m_ss	MP4_P6_50m_ss_mean	MP4_P6_50m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	50	epi	51.039	34.4315	-0.922	-0.9234	6.22825	8.27846	0.38275	0.117	27.6896		0.308		0.135				67.1	805.2	14.5	6.5	91	10.3	0.42		7.58	8	0.64	3.21	80.51	2.17	6.71	13.56	2.45	0.97	6.93	60.39	724.69	5.53	77.44	0.38	10.92	0.25	0.08	1.67	1.92	170.683	14.056	4.016	10	24.096		10.04	30	6.26E+05	2.05E+05	1.98E+06	3.31E+06	6.82E+05	5.98E+06	0.49	3.17	106.399	30.84	5542.02														
478	MP4_P6_40m	MP4_P6_40m_ss	MP4_P6_40m_ss_mean	MP4_P6_40m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	40	epi	40.66	34.3806	-1.3413	-1.3422	6.26834	8.37624	0.38798	0.084	27.6636		0.324		0.148										0.74		3.94	4.68	0.41	1.73	81.77	2.9	6.81	13.28	2.73	0.95	7.18							0.3	0.04	1.85	2.15	178.715	10.04	4.016	6	34.137		24.096	28	6.56E+05	2.16E+05	1.65E+06	2.95E+06	6.49E+05	5.25E+06	0.49	2.51	105.628	31.611	4629.915														
479	MP4_P6_30m	MP4_P6_30m_ss	MP4_P6_30m_ss_mean	MP4_P6_30m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	30	epi	30.888	34.1796	-1.4619	-1.4626	6.37681	8.41554	0.70868	0.142	27.5043		0.375		0.111										0.44			0.44			206.99	8.07	17.25	39.98	4.89	2.86	6.04							1.28	0.02	4.27	5.55	522.088	240.964	40.161	201	136.546		40.161	48	1.43E+06	4.90E+05	5.05E+06	6.57E+06	1.57E+06	1.32E+07	0.52	3.53	456.438	136.469	22624.518														
480	MP4_P6_24m	MP4_P6_24m_ss	MP4_P6_24m_ss_mean	MP4_P6_24m_nonss_mean	MP4	P6/E1	2014-08-12T04:51:00	12.08.14	80.8595	15.0022	1170	25	epi	24.915	34.192	3.0055	3.004	6.90505	7.48544	2.5626	0.271	27.2396		0.198		0.049				98.8	1185.6	10.9			9.1	0.1			0.1			250.2	6.23	20.85	44.39	1.09	3.17	6.58	77.95	935.4			0		2.26	0.03	5.93	8.19	1209.256	1529.175	402.414	1127	494.97		34.205	40	1.60E+06	5.51E+05	4.51E+06	6.96E+06	1.85E+06	1.33E+07	0.53	2.83	727.833	242.868	34140.324														
481	MP4_P6_20m	MP4_P6_20m_ss	MP4_P6_20m_ss_mean	MP4_P6_20m_nonss_mean	MP4	P6/E1	2014-08-12T00:47:00	12.08.14	80.8567	15.0157	1273	20	epi	20.011	32.9558	-1.1206	-1.1211	7.90499	8.40818	0.64962	0.15	26.5006		0.021		0.006				64.9	778.8	11.3			5.8	0.09			0.09	0.06	0.63	184.24	21	15.35	34	2.61	2.43	6.32	49.55	594.56			0		1.87	0.14	5.3	7.16	993.976	493.976	60.241	434	106.426		18.072	26	6.72E+05	2.49E+05	2.92E+06	5.34E+06	1.28E+06	9.54E+06	0.59	4.35	434.079	141.095	18132.614														
482	MP4_P6_10m	MP4_P6_10m_ss	MP4_P6_10m_ss_mean	MP4_P6_10m_nonss_mean	MP4	P6/E1	2014-08-12T00:47:00	12.08.14	80.8567	15.0157	1273	10	epi	10.663	32.6473	-1.3334	-1.3336	7.7787	8.47515	0.23174	0.15	26.2567		0.011		0.003				57.5	690	11.7	11.6	162	5	0.09		0.04	0.13	0.06	0.69	159.22	10.04	13.27	30.79	3.06	2.2	6.03	44.23	530.78	9.37	131.19	0.8	4.72	1.43	0.03	4.54	5.97	965.795	378.27	28.169	350	24.145		24.145	20	5.11E+05	1.97E+05	8.26E+06	6.48E+06	1.37E+06	1.61E+07	0.63	16.16	439.815	172.068	18880.401														
483	MP4_P6_5m	MP4_P6_5m_ss	MP4_P6_5m_ss_mean	MP4_P6_5m_nonss_mean	MP4	P6/E1	2014-08-12T00:47:00	12.08.14	80.8567	15.0157	1273	5	epi	5.13	31.8623	-1.0117	-1.0118	6.83621	8.44662	0.13979	0.133	25.611		0.004												0.08		0.73	0.81	0.06	0.62	156.68	2.61	13.06	29.16	1.94	2.08	6.27							1.38	0.06	4.46	5.84	4556.225	915.663	132.53	783	1014.056		78.313	66	4.84E+05	1.94E+05	3.53E+06	5.35E+06	1.15E+06	1.00E+07	0.67	7.29	278.549	84.877	18070.216														
484	MP4_P6_1m	MP4_P6_1m_ss	MP4_P6_1m_ss_mean	MP4_P6_1m_nonss_mean	MP4	P6/E1	2014-08-12T00:47:00	12.08.14	80.8567	15.0157	1273	1	epi	4.964	31.8647	-1.0021	-1.0022	6.98368	8.44428	0.14652	0.128	25.6127		0.004		0.002				63.6	763.2	10.4	9.8	136.6	6.5	1.19		0.64	0.64	0.06	0.68	159.8	5.49	13.32	27.46	2.72	1.96	6.79	50.28	603.4	7.8	109.18	0.75	6.45	1.18	0.04	4.07	5.25	5383.534	2419.679	582.329	1837	1148.594		98.394	124	4.48E+05	1.87E+05	3.15E+06	5.10E+06	1.10E+06	9.35E+06	0.71	7.03	321.429	102.381	16904.762														
485	MP4_P7_1000m	MP4_P7_1000m_ss	MP4_P7_1000m_ss_mean	MP4_P7_1000m_nonss_mean	MP4	P7/E3	2014-08-14T01:04:00	14.08.14	80.7058	15.2657	1220	1000	meso	1013.903	34.9385	-0.2388	-0.2822	5.5263	8.09971	0.038125	0.083	28.0691		0.469		0.129				52.3	627.6	19.5	6.4	89.3	8.2	0.16		13.12	13.12	1	8.37	39.58	2.64	3.3	5.48	2	0.39	8.43	49	588.02	5.99	83.84	0.31	8.18					28.543	0	0	0	14.085		51.577	30	1.20E+05	4.21E+04	1.11E+06	1.30E+06	2.69E+05	2.67E+06	0.54	9.25	20.801	3.852	1508.475														
486	MP4_P7_750m	MP4_P7_750m_ss	MP4_P7_750m_ss_mean	MP4_P7_750m_nonss_mean	MP4	P7/E3	2014-08-14T01:04:00	14.08.14	80.7058	15.2657	1220	750	meso	759.461	34.9932	0.9593	0.9209	5.59821	7.84499	0.037378	0.088	28.0428		0.615		0.211				68.3	819.6	19.7	7.1	99	9.7	0.48		12.63	12.63	0.91	6.47	38.93	0.3	3.24	6.4	1.54	0.46	7.1	65.06	780.67	6.61	92.58	0.34	9.84					192.771	12.048	2.008	10	14.056		6.024	44	1.40E+05	4.97E+04	9.88E+05	1.67E+06	3.26E+05	2.99E+06	0.55	7.05	21.572	2.311	1835.901														
487	MP4_P7_500m	MP4_P7_500m_ss	MP4_P7_500m_ss_mean	MP4_P7_500m_nonss_mean	MP4	P7/E3	2014-08-14T01:04:00	14.08.14	80.7058	15.2657	1220	500	meso	506.445	35.1045	3.3976	3.3631	5.57194	7.3675	0.075503	0.093	27.9306		1.228		0.485				57.5	690	19.9	9	126	6.4	0		10.9	10.9	0.8	4.3	48.18	2.02	4.01	6.09	1.18	0.44	9.22	53.49	641.82	8.56	119.91	0.43	6.24					181.087	6.036	0	6	32.193		4.024	48	3.35E+05	1.22E+05	1.83E+06	2.74E+06	5.54E+05	5.13E+06	0.57	5.47	73.19	13.867	3510.015														
488	MP4_P7_200m	MP4_P7_200m_ss	MP4_P7_200m_ss_mean	MP4_P7_200m_nonss_mean	MP4	P7/E3	2014-08-14T01:04:00	14.08.14	80.7058	15.2657	1220	200	meso	202.48	35.123	3.9139	3.8997	5.56204	7.27314	0.14278	0.093	27.8931		1.84		0.741				56.3	675.6	20	9.4	132	6	0.35		10.57	10.57	0.81	3.94	62.3	9.98	5.19	8.93	1.71	0.64	8.14	51.11	613.3	8.79	123.09	0.44	5.81	0.08	0.04	0.84	0.92	255.533	98.592	18.109	80	50.302		6.036	382	3.06E+05	9.56E+04	1.42E+06	2.24E+06	5.10E+05	4.17E+06	0.46	4.65	82.435	14.638	4093.22														
489	MP4_P7_100m	MP4_P7_100m_ss	MP4_P7_100m_ss_mean	MP4_P7_100m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	100	epi	100.771	35.1387	4.4399	4.4325	5.52308	7.17932	0.22128	0.09	27.8491		1.751		0.763				66.4	796.8	19.1	8.9	125	7.4	0.13		10.17	10.17	0.75	4.03	63.65	4.42	5.3	7.77	2.7	0.55	9.56	61.1	733.15	8.38	117.25	0.44	7.29	0.06	0.01	0.71	0.76	275.654	94.567	30.181	64	168.675		10.06	32	3.61E+05	1.04E+05	1.40E+06	1.99E+06	4.83E+05	3.87E+06	0.41	3.87	58.552	9.245	4138.675														
490	MP4_P7_75m	MP4_P7_75m_ss	MP4_P7_75m_ss_mean	MP4_P7_75m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	75	epi	75.476	35.1422	4.7837	4.778	5.52092	7.11946	0.2736	0.088	27.8131		1.652		0.724										0.07		6.47	6.54	0.58	2.54	114.73	82.34	9.56	22.82	20.46	1.63	5.86				0			0.12	0.05	1.07	1.19	1355.422	656.627	34.137	622	1337.349		10.04	68	5.45E+05	1.33E+05	2.78E+06	1.89E+06	3.85E+05	5.06E+06	0.32	5.1	123.267	23.112	8807.396														
491	MP4_P7_50m	MP4_P7_50m_ss	MP4_P7_50m_ss_mean	MP4_P7_50m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	50	epi	50.673	35.11	5.0197	5.0158	5.56588	7.08049	0.57561	0.115	27.7602		1.207		0.465				65.5	786	19.5	10.3	144.5	6.3	0.07		9.11	9.18	0.7	3.62	101.69	22.54	8.47	18.27	2.59	1.3	6.5	57.03	684.31	9.02	126.21	0.46	6.33	0.35	0.02	2	2.35	3078.471	865.191	46.278	819	5285.141		14.085	18	6.89E+05	1.94E+05	1.55E+06	2.56E+06	7.47E+05	4.86E+06	0.39	2.25	201.079	36.98	21023.883														
492	MP4_P7_40m	MP4_P7_40m_ss	MP4_P7_40m_ss_mean	MP4_P7_40m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	40	epi	40.609	35.0532	5.261	5.2577	5.73941	7.04218	1.3142	0.172	27.6866		0.498		0.171										0.1		7.57	7.67	0.6	2.7	151.72	23.65	12.64	28.76	7.76	2.05	6.15							0.98	0.93	3.65	4.63	4746.988	1367.47	222.892	1145	5821.285		14.056	173	1.03E+06	2.98E+05	2.89E+06	4.09E+06	1.15E+06	8.13E+06	0.41	2.82	202.619	43.914	22494.607														
493	MP4_P7_30m	MP4_P7_30m_ss	MP4_P7_30m_ss_mean	MP4_P7_30m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	30	epi	31.322	34.8578	5.1158	5.1134	6.09986	7.07587	1.6984	0.217	27.549		0.28		0.074				60.8	729.6	15.1	9.8	137.3	6.2	0.08		5.21	5.29	0.45	1.79	205.71	32.42	17.14	41.21	8.58	2.94	5.82	43.66	523.89	6.87	96.13	0.45	6.36	1.37	0.15	4.44	5.81	5981.891	1364.185	191.147	1173	3481.928		48.29	62	1.31E+06	3.53E+05	2.57E+06	4.59E+06	1.38E+06	8.54E+06	0.37	1.96	261.803	71.531	23748.212														
494	MP4_P7_25m	MP4_P7_25m_ss	MP4_P7_25m_ss_mean	MP4_P7_25m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	25	epi	25.629	34.7743	4.9838	4.9818	6.16678	7.10233	2.0625	0.241	27.4982		0.179		0.041				67.8	813.6	15.1	15	210	4.5	0.1			0.1			212.25	31.99	17.69	39.25	5.87	2.8	6.31	50.11	601.35	12.2	170.75	0.81	4.11	1.59	0.11	4.83	6.42	4655.936	678.068	78.471	600	4273.092		40.241	42	1.56E+06	4.26E+05	3.90E+06	5.55E+06	1.65E+06	1.11E+07	0.38	2.5	160.229	45.78	11845.494														
495	MP4_P7_20m	MP4_P7_20m_ss	MP4_P7_20m_ss_mean	MP4_P7_20m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	20	epi	20.562	34.752	4.9529	4.9514	6.21123	7.10866	3.9403	0.25	27.4841		0.081		0.013				64.1	769.2	15.3	10.8	150.9	5.9	0.1		4.42	4.52	0.37	1.49	227.17	8.33	18.93	41.64	1.05	2.97	6.36	45.17	542.03	7.81	109.28	0.51	5.79	1.57	0.04	4.79	6.36	4476.861	404.427	28.169	376	1560.241		36.217	38	1.46E+06	4.14E+05	2.76E+06	4.86E+06	1.46E+06	9.09E+06	0.4	1.89	98.854	20.057	13674.785														
496	MP4_P7_10m	MP4_P7_10m_ss	MP4_P7_10m_ss_mean	MP4_P7_10m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	10	epi	10.304	32.6189	1.3623	1.3619	6.59133	7.88905	0.58159	0.213	26.1083		0.048		0.006				112	1344	13.7	11.9	166.5	9.4	0.05		1.76	1.81	0.18	1.02	201.91	13.85	16.83	38.43	0.47	2.75	6.13	95.17	1142.09	9.14	128.03	0.67	10.41	1.8	0.05	5.19	6.99	50.302	0	0	0	442.656		0	1155	1.37E+06	4.18E+05	2.74E+06	4.63E+06	1.42E+06	8.79E+06	0.44	2.01	50.116	7.71	3518.89														
497	MP4_P7_5m	MP4_P7_5m_ss	MP4_P7_5m_ss_mean	MP4_P7_5m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	5	epi	5.175	31.9988	0.5506	0.5504	6.56806	8.09251	0.43881	0.183	25.6573		0.014		0.003										0.04		0.78	0.82	0.08	0.72	173.87	8.42	14.49	29.85	0.9	2.13	6.8							2.24	0.31	5.89	8.13	160.643	6.024	0	6	3927.565		8.032	70	1.05E+06	3.49E+05	3.51E+06	4.25E+06	1.10E+06	8.85E+06	0.5	3.35	122.591	26.985	7040.093														
498	MP4_P7_1m	MP4_P7_1m_ss	MP4_P7_1m_ss_mean	MP4_P7_1m_nonss_mean	MP4	P7/E3	2014-08-14T04:40:00	14.08.14	80.6932	15.2822	579	1	epi	1.856	31.6877	0.1079	0.1078	6.50722	8.2055	0.21679	0.181	25.4281		0.01		0.002				79.5	954	12.1	11.9	166.6	6.7	0.02		0.18	0.2	0.07	0.64	165.23	11.42	13.77	26.47	1.53	1.89	7.28	65.73	788.77	10.01	140.13	0.83	6.57	1.87	0.12	5.3	7.16	271.63	50.302	10.06	40	2463.855		2.012	8	9.53E+05	3.37E+05	3.10E+06	4.32E+06	1.18E+06	8.60E+06	0.55	3.25	309.365	102.007	16617.057														
499	MP4_E2_1000m	MP4_E2_1000m_ss	MP4_E2_1000m_ss_mean	MP4_E2_1000m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	1000	meso	1014.42	34.9381	-0.2256	-0.2692	5.52793	8.0969	0.037378	0.07	28.0681		0.007		0.006				56.47	677.6	12.11159952					0	13.337	13.337	1.015	8.574	30.34	5.12	2.53	3.88	1.7	0.28	9.11											674.044	98.592	16.097	82	50.302		8.048	4	6.20E+04	1.72E+04	9.11E+05	5.32E+05	8.11E+04	1.52E+06	0.38	14.69	16.179	2.311	1174.884														
500	MP4_E2_750m	MP4_E2_750m_ss	MP4_E2_750m_ss_mean	MP4_E2_750m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	750	meso	759.239	34.9947	1.0243	0.9855	5.60605	7.83165	0.03962	0.091	28.0397		0.012		0.003						16.71153727					0	12.319	12.319	0.906	6.376	37.76	4.62	3.15	2.74	0.37	0.2	16.06											317.269	146.586	4.016	143	168.675		10.04	54	1.23E+05	3.39E+04	1.45E+06	8.22E+05	1.07E+05	2.38E+06	0.38	11.79	50.077	9.245	2428.351														
501	MP4_E2_500m	MP4_E2_500m_ss	MP4_E2_500m_ss_mean	MP4_E2_500m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	500	meso	506.903	35.0751	2.7396	2.7077	5.63145	7.49123	0.041863	0.065	27.9689		0.018		0.004				51.7	620.4	18.86112073					0	10.479	10.479	0.788	4.501	34.39	4.22	2.87	3.62	0.69	0.26	11.07											1680.723	433.735	8.032	426	1337.349		26.104	36	1.75E+05	4.16E+04	1.65E+06	1.06E+06	1.27E+05	2.84E+06	0.31	9.41	42.373	4.622	2346.687														
502	MP4_E2_200m	MP4_E2_200m_ss	MP4_E2_200m_ss_mean	MP4_E2_200m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	200	meso	201.433	34.9809	2.4878	2.4761	5.59961	7.54374	0.11064	0.061	27.9158		0.084		0.018				56.3	675.6	17.6248318					0	10.792	10.792	0.815	4.16	48	2.99	4	5.05	0.81	0.36	11.1							0.29	0.15	1.79	2.08	6271.084	797.189	64.257	733	5285.141		52.209	30	2.82E+05	7.49E+04	1.88E+06	1.20E+06	1.55E+05	3.23E+06	0.36	6.66	56.24	10.786	3761.941														
503	MP4_E2_100m	MP4_E2_100m_ss	MP4_E2_100m_ss_mean	MP4_E2_100m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	100	epi	101.107	34.9315	2.44	2.4342	5.66377	7.55539	0.17941	0.066	27.8804		0.142		0.024				54.99	659.9	18.94465376					0	9.62	9.62	0.749	3.865	67.73	1.9	5.64	8.63	2.61	0.62	9.16							0.16	0.03	1.27	1.43	8040.161	1068.273	122.49	946	5821.285		78.313	38	2.93E+05	8.29E+04	2.09E+06	1.21E+06	1.49E+05	3.45E+06	0.39	7.14	64.715	14.638	3031.587														
504	MP4_E2_50m	MP4_E2_50m_ss	MP4_E2_50m_ss_mean	MP4_E2_50m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	50	epi	50.939	34.4478	0.2196	0.2177	6.36835	8.02856	1.2215	0.133	27.6487		0.591		0.213				56.72	680.6	16.72267501					0.03	6.252	6.282	0.524	2.439	120.85	3.01	10.07	17.66	0.42	1.26	7.98							0.79	0.08	3.23	4.02	4652.61	395.582	36.145	359	3481.928		32.129	6	1.01E+06	2.62E+05	4.15E+06	2.25E+06	3.85E+05	6.79E+06	0.35	4.1	258.86	100.154	9344.376														
505	MP4_E2_30m	MP4_E2_30m_ss	MP4_E2_30m_ss_mean	MP4_E2_30m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	30	epi	30.647	34.2046	-0.8316	-0.8325	6.503	8.27115	0.56515	0.13	27.5022		0.65		0.021				57.19	686.3	14.17491741					0.05	5.569	5.619	0.513	2.497	136.52	23.48	11.38	19.4	2.37	1.39	8.21							0.53	0.1	2.54	3.07	8010.04	981.928	84.337	898	4273.092		190.763	404	8.74E+05	2.31E+05	5.10E+06	2.10E+06	4.06E+05	7.60E+06	0.36	5.83	172.573	33.898	8225.732														
506	MP4_E2_20m	MP4_E2_20m_ss	MP4_E2_20m_ss_mean	MP4_E2_20m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	20	epi	20.273	33.6563	-0.9046	-0.9051	7.00495	8.31879	2.2516	0.159	27.0608		1.158		0.359				59.61	715.3	10.29620011					0	3.975	3.975	0.284	1.857	207.33	3.74	17.28	35.89	4.1	2.56	6.74							1.51	0.03	4.69	6.2	4429.719	319.277	14.056	305	1560.241		24.096	28	1.03E+06	3.42E+05	4.04E+06	2.23E+06	6.72E+05	6.94E+06	0.49	3.91	328.197	67.797	14389.831														
507	MP4_E2_10m	MP4_E2_10m_ss	MP4_E2_10m_ss_mean	MP4_E2_10m_nonss_mean	MP4	E2	2014-08-13T14:08:00	13.08.14	80.7727	14.984	1693	10	epi	10.452	32.9723	-0.0747	-0.075	7.13714	8.17351	1.4047	0.196	26.473		1.205		0.31				59.55	714.6	10.93940448					0	1.462	1.462	0.119	1.306	251.52	15.12	20.96	43.4	0.63	3.1	6.76							1.54	0.16	4.74	6.28	639.839	289.738	38.229	252	442.656		12.072	16	1.05E+06	3.83E+05	5.57E+06	2.91E+06	7.91E+05	9.27E+06	0.58	5.32	446.071	99.384	14322.034														
