Seq	sampleID	sampleID_ss	sampleID_ss_mean	sampleID_nonss_mean	Cruise	Station	yyyy-mm-ddThh:mm:ss.sss	Date_mm/dd/yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	DEPTH_M	depthbin	Pressure	CTD-S	CTD-T	Potemp090C	CTD-O2	Oxsatperc	CTD-fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC:TON	NH4_uM	NO2_uM	NO3+NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC:PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON/TN	DOC:DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA:LNA_bacteria	smallVirus:Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m-1	a300_m-1	a351_m-1	a375_m-1	S300-650nm__um-1	R2_of_slope_fit_300-650	S275-295nm__um-1	S300-450nm__um-1
425	MP4_D3_20m	MP4_D3_20m_ss	MP4_D3_20m_ss_mean	MP4_D3_20m_nonss_mean	MP4	D3	2014-08-08T20:14:00	08.08.14	79.0033	6.7539	1231	20	epi	19.715	34.6987	4.8726	4.8711	6.83361	7.12498	1.011		27.4511		1.553						66.7	800.4	11.7	11.6	162.6	5.7	0.0564	0	0.029	0.0854	0.085	1.83	252.73	10.48	21.06	41.46	2.12	2.96	7.11	45.64	547.67	8.65	121.14	0.74	5.27					7191.717	2753.507	313.293	2440	5109.552		43.42		1.58E+06	1.55E+05	9.70E+06	3.22E+06	7.67E+05	1.37E+07	0.11	6.13	352.037	50.1	14991.984														
426	MP4_D3_10m	MP4_D3_10m_ss	MP4_D3_10m_ss_mean	MP4_D3_10m_nonss_mean	MP4	D3	2014-08-08T20:14:00	08.08.14	79.0033	6.7539	1231	10	epi	10.322	33.5624	4.265	4.2643	6.13673	7.28569	0.456		26.6154		0.885						64.6	775.2	12.5	12.4	173.4	5.2	0.0633	0	0.054	0.1173	0.078	1.8	219.35	9.54	18.28	37.22	0.69	2.66	6.88	46.32	555.85	9.72	136.14	0.78	4.76					7690.047	1666.667	121.576	1545	4104.876		69.472		1.15E+06	1.67E+05	8.07E+06	3.36E+06	7.63E+05	1.22E+07	0.17	7	219.773	32.732	13168.337														
427	MP4_D3_1m	MP4_D3_1m_ss	MP4_D3_1m_ss_mean	MP4_D3_1m_nonss_mean	MP4	D3	2014-08-08T20:14:00	08.08.14	79.0033	6.7539	1231	1	epi	2.157	32.6996	3.2439	3.2438	6.27583	7.51536	0.155		26.0276		0.369						56.9	682.8	11.7	11.7	163.1	4.9	0.0491	0	0	0.0491	0.072	1.808	162.77	17.11	13.56	24.81	1	1.77	7.65	43.34	520.03	9.88	138.3	0.84	4.39					3210.843	622.49	64.257	558	867.47		30.12		5.50E+05	1.20E+05	4.57E+06	2.10E+06	3.52E+05	7.02E+06	0.28	8.3	162.993	25.384	9539.746														
428	MP4_D4_1000m	MP4_D4_1000m_ss	MP4_D4_1000m_ss_mean	MP4_D4_1000m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	1000	meso	1014.995	34.9287	-0.7378	-0.7772	5.44448	8.20932	0.038		28.0848								66	792	17.9	3.3	45.7	20.2	0.071	0	14.566	14.637	1.103	11.596																		73.073	8.008	0	8	8.008		5.005		4.36E+04	8.00E+03	1.07E+06	5.38E+05	6.61E+04	1.67E+06	0.22	24.52	78.156	6.012	1220.441														
429	MP4_D4_750m	MP4_D4_750m_ss	MP4_D4_750m_ss_mean	MP4_D4_750m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	750	meso	759.44	34.9458	0.1914	0.1578	5.56431	8.00731	0.04		28.052								82.9	994.8	19.8	5.4	75.3	15.4	0.0307	0	14.393	14.4237	0.999	8.357																		70.07	6.507	1.502	5	6.006		3.504		6.53E+04	1.12E+04	1.44E+06	4.51E+05	6.99E+04	1.96E+06	0.21	22.04	68.637	3.507	1386.774														
430	MP4_D4_500m	MP4_D4_500m_ss	MP4_D4_500m_ss_mean	MP4_D4_500m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	500	meso	505.92	35.0527	2.2462	2.2163	5.68361	7.58644	0.043		27.9938								35.7	428.4	15.7	4	56.6	8.8	0.1831	0	11.474	11.6571	0.84	5.341																		110.666	13.52	2.003	12	15.523		3.005		1.47E+05	1.76E+04	2.54E+06	7.69E+05	8.29E+04	3.39E+06	0.14	17.21	78.156	4.008	1952.405														
431	MP4_D4_200m	MP4_D4_200m_ss	MP4_D4_200m_ss_mean	MP4_D4_200m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	200	meso	202.179	35.1149	3.7137	3.6999	5.59249	7.30952	0.135		27.9074								52.9	634.8	20.1	8.3	116.2	6.4	0.0197	0	11.777	11.7967	0.807	4.659																		230.23	113.614	15.516	98	44.545		2.002		3.91E+05	5.85E+04	4.44E+06	9.95E+05	1.23E+05	5.55E+06	0.18	11.36	102.204	6.012	5236.473														
432	MP4_D4_100m	MP4_D4_100m_ss	MP4_D4_100m_ss_mean	MP4_D4_100m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	100	epi	100.917	35.1452	4.4086	4.4012	5.49087	7.18449	0.145		27.8577								75.8	909.6	19.7	7.7	108.3	9.8	0.0703	0.01	11.884	11.9643	0.791	4.642																		334.835	118.118	10.511	108	90.591		7.508		6.64E+05	8.87E+04	6.33E+06	1.36E+06	1.76E+05	7.87E+06	0.15	9.54	138.277	13.527	10005.01														
433	MP4_D4_50m	MP4_D4_50m_ss	MP4_D4_50m_ss_mean	MP4_D4_50m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	50	epi	50.133	34.8276	3.5128	3.5096	6.15653	7.36002	1.281		27.6985								60.7	728.4	16.8	10.4	145.9	5.8	1.2952	0.12	4.964	6.3792	0.492	2.858																		1863.727	689.379	106.212	583	768.036		29.058		1.17E+06	1.69E+05	9.24E+06	2.49E+06	5.13E+05	1.22E+07	0.17	7.87	280.421	22.033	16953.43														
434	MP4_D4_44m	MP4_D4_44m_ss	MP4_D4_44m_ss_mean	MP4_D4_44m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	44	epi	44.857	34.7851	3.8336	3.8306	6.58624	7.30392	2.178		27.6324								63.4	760.8	14.5	11.8	165.9	5.4	0.9515	0.03	1.671	2.6525	0.258	1.77																		3223.447	1350.2	363.727	986	1160.822		60.621		1.75E+06	2.53E+05	1.41E+07	3.36E+06	7.30E+05	1.82E+07	0.17	8.02	342.184	16.533	20443.387														
435	MP4_D4_30m	MP4_D4_30m_ss	MP4_D4_30m_ss_mean	MP4_D4_30m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	30	epi	30.643	34.8171	5.3758	5.3734	6.69395	7.03371	1.712		27.4856								74.4	892.8	11.8	11.5	161.4	6.5	0.1299	0	0.145	0.2749	0.094	1.386																		6260.521	2190.381	211.423	1979	3336.172		45.591		1.34E+06	1.45E+05	9.73E+06	3.14E+06	7.73E+05	1.36E+07	0.12	7.25	92.685	3.507	5204.409														
436	MP4_D4_20m	MP4_D4_20m_ss	MP4_D4_20m_ss_mean	MP4_D4_20m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	20	epi	19.831	34.6765	5.1553	5.1538	6.67605	7.07759	1.263		27.4006								58.6	703.2	9.9	9.2	128.9	6.4	0.0967	0.02	0.576	0.6927	0.1	1.428																		6521.543	1759.018	106.212	1653	3124.749		34.569		1.16E+06	1.28E+05	8.22E+06	3.04E+06	7.35E+05	1.20E+07	0.12	7.1	239.479	25.05	11790.08														
437	MP4_D4_10m	MP4_D4_10m_ss	MP4_D4_10m_ss_mean	MP4_D4_10m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	10	epi	10.216	34.0927	5.0114	5.0106	6.29225	7.12953	0.523		26.9543								72.1	865.2	12.1	12	167.4	6	0.0635	0.08	0	0.1435	0.069	1.188																		8794.589	1069.138	93.186	976	4661.824		18.537		1.65E+06	1.87E+05	9.54E+06	3.64E+06	8.85E+05	1.41E+07	0.13	5.79	174.261	23.035	12901.853														
438	MP4_D4_1m	MP4_D4_1m_ss	MP4_D4_1m_ss_mean	MP4_D4_1m_nonss_mean	MP4	D4	2014-08-08T20:14:00	08.08.14	79.0214	8.0117	1087	1	epi	2.123	33.6034	4.4656	4.4655	6.20631	7.24803	0.224		26.6268								68.9	826.8	12.2	12.1	169.8	5.7	0.0693	0	0	0.0693	0.057	1.377																		6713.928	554.609	56.613	498	3062.124		20.541		1.42E+06	2.02E+05	8.46E+06	3.01E+06	6.09E+05	1.21E+07	0.17	5.94	257.515	158.317	11599.699														
439	MP4_D5_197m	MP4_D5_197m_ss	MP4_D5_197m_ss_mean	MP4_D5_197m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	197	epi	199.26	35.1226	3.9023	3.8883	5.53163	7.27524	0.185		27.894								55.9	670.8	20.4	14.4	201.2	3.9	0.0135	0.06	5.956	6.0295	0.596	2.465																		278.557	41.082	2.004	39	43.587		6.513		2.22E+05	2.67E+04	2.64E+06	8.33E+05	1.15E+05	3.59E+06	0.14	11.91	80.661	11.022	1635.772														
440	MP4_D5_100m	MP4_D5_100m_ss	MP4_D5_100m_ss_mean	MP4_D5_100m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	100	epi	101.093	35.1589	5.2187	5.2107	5.45174	7.04442	0.046		27.7755								57.7	692.4	20.1	9.1	126.8	6.4	0.0114	0.01	11.019	11.0404	0.668	4.147																		196.393	39.579	1.002	39	93.687		7.515		2.70E+05	3.21E+04	3.26E+06	1.27E+06	1.69E+05	4.70E+06	0.14	12.09	61.623	7.515	1587.675														
441	MP4_D5_75m	MP4_D5_75m_ss	MP4_D5_75m_ss_mean	MP4_D5_75m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	75	epi	75.786	35.1582	5.4716	5.4655	5.44084	7.00191	0.064		27.7442								56.7	680.4	20.2	9.8	136.9	5.8	0.0112	0.02	10.389	10.4202	0.787	4.376																		221.332	173.26	53.58	120	113.671		10.516		3.56E+05	3.40E+04	4.05E+06	1.26E+06	1.70E+05	5.48E+06	0.11	11.38	80.16	7.515	1823.146														
442	MP4_D5_50m	MP4_D5_50m_ss	MP4_D5_50m_ss_mean	MP4_D5_50m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	50	epi	50.504	35.1521	5.7892	5.785	5.38223	6.94941	0.086		27.6999								54.2	650.4	20.4	9.2	128.5	5.9	0.0426	0.02	11.158	11.2206	0.776	4.491																		186.373	73.647	3.006	71	130.762		13.527		3.52E+05	3.67E+04	2.92E+06	1.49E+06	2.27E+05	4.63E+06	0.12	8.3	185.872	15.531	4222.445														
443	MP4_D5_40m	MP4_D5_40m_ss	MP4_D5_40m_ss_mean	MP4_D5_40m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	40	epi	40.339	35.1494	5.882	5.8786	5.38082	6.93426	0.12		27.686								57.7	692.4	19.7	12.3	171.8	4.7	0.0618	0.09	7.276	7.4278	0.64	2.741																		243.988	161.824	15.531	146	187.375		24.549		4.04E+05	3.63E+04	3.52E+06	1.23E+06	1.79E+05	4.93E+06	0.1	8.72	206.914	23.547	4050.1														
444	MP4_D5_30m	MP4_D5_30m_ss	MP4_D5_30m_ss_mean	MP4_D5_30m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	30	epi	30.379	35.1402	6.1663	6.1637	5.34208	6.88821	0.524		27.642								54.3	651.6	18.9	9.8	137.4	5.5	0.2046	0.09	8.794	9.0886	0.747	3.97																		683.367	382.265	36.573	346	1276.553		40.08		6.11E+05	5.61E+04	4.54E+06	2.13E+06	3.03E+05	6.98E+06	0.1	7.44	203.407	28.557	5493.487														
445	MP4_D5_20m	MP4_D5_20m_ss	MP4_D5_20m_ss_mean	MP4_D5_20m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	20	epi	20.423	35.0809	6.8277	6.8259	5.75362	6.78486	1.9		27.5065								64.6	775.2	15.9	11.7	163.8	5.5	0.43	0.07	3.702	4.202	0.371	2.067																		5503.006	1148.297	164.329	984	7670.842		102.204		1.60E+06	1.66E+05	1.18E+07	4.11E+06	9.31E+05	1.68E+07	0.12	7.36	321.142	52.104	12237.475														
446	MP4_D5_10m	MP4_D5_10m_ss	MP4_D5_10m_ss_mean	MP4_D5_10m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	10	epi	10.374	35.0047	7.106	7.1051	5.83567	6.74446	1.272		27.4077								72.4	868.8	13.1	8.9	125.2	8.1	0.1215	0	4.035	4.1565	0.072	0.655																		16889.78	1645.291	235.805	1409	13847.027		143.621		2.21E+06	2.97E+05	1.54E+07	5.37E+06	1.35E+06	2.21E+07	0.16	6.95	630.174	156.876	31995.995														
447	MP4_D5_5m	MP4_D5_5m_ss	MP4_D5_5m_ss_mean	MP4_D5_5m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	5	epi	4.946	34.9334	7.1642	7.1637	5.85997	6.7385	0.715		27.3433								75.5	906	14.9	14.7	205.7	5.1	0.0799	0	0.128	0.2079	0.066	0.517																		16071.476	1118.236	169.005	949	11717.435		88.176		1.86E+06	2.68E+05	1.34E+07	5.25E+06	1.31E+06	1.99E+07	0.17	7.18	784.235	223.781	42977.956														
448	MP4_D5_1m	MP4_D5_1m_ss	MP4_D5_1m_ss_mean	MP4_D5_1m_nonss_mean	MP4	D5	2014-08-08T20:14:00	08.08.14	79.0089	9.0089	206	1	epi	2.736	34.8538	7.2014	7.2011	5.86508	6.73617	0.59		27.2754								77	924	12.8	12.7	178.2	6.1	0.075	0	0	0.075	0.119	0.252																		18115.564	1262.525	169.673	1093	11241.817		102.204		1.56E+06	2.95E+05	1.31E+07	5.29E+06	1.37E+06	1.98E+07	0.23	8.41	636.607	125.585	30689.379														
449	MP4_D6_253m	MP4_D6_253m_ss	MP4_D6_253m_ss_mean	MP4_D6_253m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	253	meso	257.294	35.092	2.3656	2.3507	5.70165	7.56149	0.068027				0.047		0.006				56.6	679.2	19.3	8.8	123.6	6.4	0.5265	0.41	9.536	10.4725	0.745	5.77	53.45	7.41	4.45	8.14	0.98	0.58	7.66	52.15	625.75	8.25	115.44	0.43	6.32					624.498	50.201	2.008	48	54.217		16.064	406	3.92E+05	1.21E+05	4.32E+06	1.57E+06	2.43E+05	6.13E+06	0.45	11.02	185.67	36.21	9496.148														
450	MP4_D6_200m	MP4_D6_200m_ss	MP4_D6_200m_ss_mean	MP4_D6_200m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	200	meso	202.216	35.1023	2.8649	2.8525	5.73211	7.46632	0.072512		27.9793		0.049		0.006				115.3	1383.6	19.2	8.4	116.9	13.8	1.337	0.45	9.063	10.85	0.759	4.568	48.59	4.76	4.05	7.86	0.57	0.56	7.22	111.25	1335.01	7.79	109.04	0.41	14.28					364.185	32.193	2.012	30	28.169		2.012	70	4.50E+05	1.25E+05	3.46E+06	1.58E+06	2.75E+05	5.32E+06	0.39	7.69	140.432	24.691	6205.247														
451	MP4_D6_100m	MP4_D6_100m_ss	MP4_D6_100m_ss_mean	MP4_D6_100m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	100	epi	100.341	35.1204	4.2314	4.2242	5.5669	7.21683	0.12933		27.8573		0.104		0.013				55.7	668.4	17.6	10.2	143.4	5.4	2.3702	0.12	4.866	7.3562	0.608	3.64	80.42	7.82	6.7	10.99	2.01	0.78	8.54	49	587.98	9.46	132.42	0.54	5.18					1198.795	160.643	12.048	149	106.426		10.04	24	8.19E+05	2.34E+05	5.65E+06	3.09E+06	5.38E+05	9.28E+06	0.4	6.9	229.938	38.58	21250.772														
452	MP4_D6_75m	MP4_D6_75m_ss	MP4_D6_75m_ss_mean	MP4_D6_75m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	75	epi	75.503	35.1241	4.5482	4.5426	5.69766	7.16111	0.17717		27.8255		0.146		0.031										2.1785	0.12	4.691	6.9895	0.564	3.123	92.62	0.73	7.72	12.33	0.8	0.88	8.77											1130.522	236.948	20.08	217	144.578		8.032	50	8.08E+05	2.18E+05	7.52E+06	2.35E+06	3.93E+05	1.03E+07	0.37	9.31	234.206	32.357	20637.134														
453	MP4_D6_50m	MP4_D6_50m_ss	MP4_D6_50m_ss_mean	MP4_D6_50m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	50	epi	50.351	35.1173	5.0345	5.0306	5.7779	7.07763	0.19287		27.7643		0.352		0.106				83.4	1000.8	16.2	10	140.6	8.3	2.034	0.11	4.016	6.16	0.502	3.233	71.67	1.59	5.97	10.85	0.36	0.78	7.7	77.43	929.13	9.26	129.71	0.57	8.36					977.912	305.221	20.08	285	309.237		18.072	28	8.13E+05	2.35E+05	6.58E+07	1.97E+06	6.05E+05	2.15E+07	0.06	8.45	349.268	42.406	15791.056														
454	MP4_D6_40m	MP4_D6_40m_ss	MP4_D6_40m_ss_mean	MP4_D6_40m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	40	epi	40.953	35.1037	5.4828	5.4795	5.80463	7.00255	0.2452		27.6997		0.847		0.289				135	1620	18	13.2	185.4	10.2	1.9444	0.11	2.703	4.7574	0.4	2.34	112.37	3.3	9.36	20.35	1.45	1.45	6.44	125.64	1507.63	11.79	165.04	0.65	10.66					951.807	331.325	26.104	305	491.968		16.064	24	9.67E+05	2.51E+05	6.36E+06	4.74E+06	9.12E+05	1.20E+07	0.35	6.58	404.009	36.237	12680.031														
455	MP4_D6_30m	MP4_D6_30m_ss	MP4_D6_30m_ss_mean	MP4_D6_30m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	30	epi	30.682	35.074	5.9768	5.9742	5.79682	6.92211	0.60701		27.6142		0.833		0.274				67.9	814.8	12.8	10.2	142.4	6.7	1.4483	0	1.18	2.6283	0.327	1.15	128.77	4.9	10.73	23.33	3.91	1.67	6.44	57.17	686.03	8.51	119.07	0.66	6.72					1098.592	231.388	46.278	185	690.141		38.229	22	6.87E+05	2.10E+05	6.23E+06	2.86E+06	5.42E+05	9.63E+06	0.44	9.06	618.827	72.531	15237.654														
456	MP4_D6_28m	MP4_D6_28m_ss	MP4_D6_28m_ss_mean	MP4_D6_28m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	28	epi	27.996	35.0644	6.287	6.2845	5.85473	6.87205	1.371		27.5663		1.671		0.305				72.8	873.6	11.5	11	154.6	6.6		0.03	0.429	0.459	0.138	0.608	189.87	6.69	15.82	33	2.09	2.36	6.71	56.98	683.73	8.68	121.57	0.76	6.56	0.74	0.18	3.1	3.84	6036.145	1182.731	246.988	936	3178.715		405.622	22	9.40E+05	2.87E+05	1.05E+07	4.80E+06	1.06E+06	1.64E+07	0.44	11.17	885.12	86.353	22597.533														
457	MP4_D6_20m	MP4_D6_20m_ss	MP4_D6_20m_ss_mean	MP4_D6_20m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	20	epi	20.338	35.0596	7.0191	7.0172	6.04451	6.75567	1.46		27.4632		1.305		0.079				65.6	787.2	13.8	12.8	178.7	5.1	1.0163	0.02	0	1.0363	0.124	0.381	183.82	10.34	15.32	33.46	1.23	2.39	6.41	50.28	603.38	10.37	145.24	0.75	4.85	1.37	0.07	4.44	5.81	9164.99	2078.471	56.338	2022	7893.36		416.499	40	1.36E+06	4.24E+05	9.99E+06	7.54E+06	1.82E+06	1.94E+07	0.45	7.33	2016.179	192.604	22199.538														
458	MP4_D6_10m	MP4_D6_10m_ss	MP4_D6_10m_ss_mean	MP4_D6_10m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	10	epi	10.459	34.2974	6.9179	6.917	5.87251	6.80518	0.70718		26.8765		0.796		0.048										1.2985	0.02	1.908	3.2265	0.296	1.677	144.93	8.33	12.08	24.81	4.74	1.77	6.82											8092.369	1122.49	38.153	1084	5317.269		192.771	40	9.36E+05	2.64E+05	8.37E+06	4.36E+06	1.08E+06	1.38E+07	0.39	8.95	1040.864	100.231	24520.432														
459	MP4_D6_1m	MP4_D6_1m_ss	MP4_D6_1m_ss_mean	MP4_D6_1m_nonss_mean	MP4	D6	2014-08-08T20:14:00	08.08.14	78.9978	10.0132	263	1	epi	2.863	34.0077	6.9058	6.9055	5.80967	6.81993	0.51656		26.6499		0.662		0.007				75.2	902.4	10.6	9.1	126.8	8.3	1.502	0.04	0	1.542	0.06	0.813	201.2	20.81	16.77	31.07	4.78	2.22	7.56	58.43	701.2	6.84	95.75	0.65	8.54	0.92	0.02	3.52	4.44	27176.707	1110.442	0	1110	5212.851		212.851	62	1.18E+06	2.63E+05	6.53E+06	5.61E+06	1.81E+06	1.40E+07	0.29	5.52	1402.006	94.136	43876.543														
460	MP4_P5_340m	MP4_P5_340m_ss	MP4_P5_340m_ss_mean	MP4_P5_340m_nonss_mean	MP4	P5	2014-08-09T06:24:00	08.08.14	79.9695	10.725	338	340	meso	348.192	35.1176	3.7	3.5091	5.6275	7.34219	0.064289		27.9277		0.03		0.006				64.8	777.6	14.3	5	69.3	13.1	0.61		9.35	9.35	0.69	4.38	53.61	10.49	4.47	8.14	3.25	0.58	7.68	60.33	723.99	4.37	61.16	0.31	13.81					146.586	32.129	6.024	26	32.129		10.04	30	2.45E+05	4.53E+04	3.92E+06	1.29E+06	1.44E+05	5.36E+06	0.23	16	120.337	18.051	3932.611														
461	MP4_P5_213m	MP4_P5_213m_ss	MP4_P5_213m_ss_mean	MP4_P5_213m_nonss_mean	MP4	P5	2014-08-09T06:24:00	08.08.14	79.9695	10.725	338	200	meso	202.298	35.1228	4.2	4.0098	5.51472	7.25347	0.1839	0.304	27.8814		0.17		0.013				75.3	903.6	14.1	4	56.1	18.8	1.26		10.09	10.09	0.72	4.75	57.33	4.55	4.78	9.29	1.24	0.66	7.2	70.52	846.27	3.35	46.85	0.24	21.07	0.08	0.05	0.87	0.95	724.9	220.884	10.04	211	98.394		2.008	76	4.82E+05	1.22E+05	4.66E+06	1.68E+06	2.19E+05	6.57E+06	0.34	9.68	152.006	30.093	7985.34														
462	MP4_P5_100m	MP4_P5_100m_ss	MP4_P5_100m_ss_mean	MP4_P5_100m_nonss_mean	MP4	P5	2014-08-09T06:24:00	09.08.14	79.9695	10.725	338	100	epi	101.397	35.1256	4.4437	4.4363	5.4979	7.17927	0.15101		27.8383		0.184		0.023				52.6	631.2	18.7	7.8	109.6	6.7	0.98		9.89	10.87	0.84	4.16	95.65	4.66	7.97	11.8	1.42	0.84	9.46	44.63	535.55	6.99	97.82	0.37	6.39	0.18	0.03	1.34	1.52	895.582	311.245	18.072	293	202.811		12.048	56	5.48E+05	1.38E+05	4.93E+06	2.03E+06	3.12E+05	7.27E+06	0.34	8.99	205.089	53.2	7646.877														
463	MP4_P5_75m	MP4_P5_75m_ss	MP4_P5_75m_ss_mean	MP4_P5_75m_nonss_mean	MP4	P5	2014-08-09T06:24:00	09.08.14	79.9695	10.725	338	75	epi	75.246	35.1577	5.1577	4.9646	5.49041	7.08668	0.11961		27.8039		0.129		0.023				79.1	949.2	13.9	3.7	51.7	21.4	0.1		10.21	10.21	0.84	4.32	76.18	17.72	6.35	9.37	2.71	0.67	9.48	72.75	873.02	3.02	42.29	0.22	24.09	0.03	0.02	0.46	0.49	340.04	167.002	14.085	153	124.748		4.024	94	4.54E+05	7.17E+04	4.27E+06	1.59E+06	2.24E+05	6.08E+06	0.19	9.4	136.574	15.432	5090.278														
464	MP4_P5_50m	MP4_P5_50m_ss	MP4_P5_50m_ss_mean	MP4_P5_50m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	50	epi	50.776	35.1096	5.3341	5.33	5.48172	7.02723	0.30575	0.154	27.7225		0.275		0.066				61.7	740.4	19.2	9.6	134.1	6.4	0.06		9.56	9.62	0.74	4.02	72.79	4.58	6.07	12.77	1.42	0.91	6.65	55.63	667.61	8.67	121.35	0.45	6.42	0.2	0.01	1.43	1.62	1134.538	487.952	26.104	462	566.265		16.064	38	5.96E+05	1.28E+05	4.93E+06	2.58E+06	4.06E+05	7.91E+06	0.27	8.27	210.648	41.667	6534.722														
465	MP4_P5_40m	MP4_P5_40m_ss	MP4_P5_40m_ss_mean	MP4_P5_40m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	40	epi	40.394	35.1533	5.1533	5.5226	5.4569	6.99307	0.19137		27.7337		0.199		0.074				54.9	658.8	11.3	1.1	15	51.3	0		10.23	10.23	0.73	4.5	53.21	4.05	4.43	7.87	1.05	0.56	7.89	50.47	605.59	0.51	7.11	0.04	99.31	0.14	0.08	1.18	1.32	486.922	213.28	20.121	193	376.258		18.109	24	5.93E+05	9.43E+04	4.13E+06	1.93E+06	2.99E+05	6.36E+06	0.19	6.97	218.196	34.695	6403.238														
466	MP4_P5_30m	MP4_P5_30m_ss	MP4_P5_30m_ss_mean	MP4_P5_30m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	30	epi	30.219	35.0297	5.6055	5.603	5.65451	6.98547	0.78194	0.183	27.626		0.877		0.205				104.7	1256.4	15.4	4.9	68.9	21.3	1.42		9.06	10.48	0.67	2.96	153.68	35.48	12.81	31.67	7.17	2.26	5.66	91.89	1102.72	2.66	37.21	0.17	34.57	0.97	0.17	3.63	4.61	3688.755	1622.49	160.643	1462	2028.112		108.434	50	8.03E+05	1.85E+05	7.45E+06	3.75E+06	7.11E+05	1.19E+07	0.3	9.27	412.49	92.521	12232.074														
467	MP4_P5_20m	MP4_P5_20m_ss	MP4_P5_20m_ss_mean	MP4_P5_20m_nonss_mean	MP4	P5	2014-08-09T08:49:00	09.08.14	79.9713	10.752	337	20	epi	20.15	34.9527	5.785	5.7834	5.8583	6.95919	2.1328		27.5426		2.435		0.242				66.3	795.6	13.7	5.6	78.1	11.9	0.8		7.32	8.12	0.55	2.12	210.12	17.47	17.51	44.71	5.48	3.19	5.48	48.79	585.48	2.39	33.41	0.17	20.44	1.32	0.12	4.34	5.66	9987.952	4232.932	335.341	3898	2002.008		656.627	48	8.55E+05	2.40E+05	8.24E+06	4.23E+06	9.23E+05	1.34E+07	0.39	9.64	685.428	199.692	20329.992														
