"Seq"	"sampleID"	"sampleID_ss"	"sampleID_ss_mean"	"sampleID_nonss_mean"	"Cruise"	"Station"	"yyyy.mm.ddThh.mm.ss.sss"	"Date_mm.dd.yy"	"Latitude_degrees_north"	"Longitude_degrees_east"	"Bot_Depth_m"	"DEPTH_M"	"depthbin"	"Pressure"	"CTD.S"	"CTD.T"	"Potemp090C"	"CTD.O2"	"Oxsatperc"	"CTD.fluo"	"Turbidity"	"sigma"	"percChl_a_10"	"Chl_a"	"Chl_a_AVG"	"Chl_a_10um"	"Chla10_AVG"	"Phaeop_AVG"	"Phaeop_SD"	"TOC_uM"	"TOC_ug"	"TN_uM"	"TON_uM"	"TON_ug"	"TOC.TON"	"NH4_uM"	"NO2_uM"	"NO3.NO2_uM"	"Total_inorgN_uM"	"PO4_uM"	"SiOH4_uM"	"POC_ug"	"sd_POC_ug"	"POC_uM"	"PON_ug"	"sd_PON_ug"	"PON_uM"	"POC.PON"	"DOC_uM"	"DOC_ug"	"DON_uM"	"DON_ug"	"DON.TN"	"DOC.DON"	"BP_ug"	"sd_BP"	"BR"	"BCD"	"Picophytoeukaryotes"	"Nanophytoplankton"	"Large_Nanphyto"	"Small_Nanophyto"	"Synechococcus"	"Phaeocystis"	"Cryptophytes"	"Dead_phyto"	"Bacteria"	"HNA_bacteria"	"Small_virus"	"Medium_virus"	"Large_virus"	"Total_virus"	"HNA.LNA_bacteria"	"smallVirus.Bacteria"	"HNF"	"Large_HNF"	"HNA_Bac_from_HNF_plot"	"LysoTrack_HNF"	"Humic_Fl_A_RU"	"Humic_FL_C_RU"	"Humic_Fl_M_RU"	"Aminoacid_Fl_T_RU"	"Fluorescence_Index"	"a255_m.1"	"a300_m.1"	"a351_m.1"	"a375_m.1"	"S300.650nm__um.1"	"R2_of_slope_fit_300.650"	"S275.295nm__um.1"	"S300.450nm__um.1"	"sampleID2"	"sf0.4-3"	"sf3-10"	"sf10-50"	"sf50-200"	"sf3-180"
"501"	504	"MP4_E2_50m"	"MP4_E2_50m_ss"	"MP4_E2_50m_ss_mean"	"MP4_E2_50m_nonss_mean"	"MP4"	"E2"	"2014-08-13T14:08:00"	"13.08.14"	80.7727	14.984	1693	"50"	"epi"	50.939	34.4478	0.2196	0.2177	6.36835	8.02856	1.2215	0.133	27.6487	NA	0.591	NA	0.213	NA	NA	NA	56.72	680.6	16.72267501	NA	NA	NA	NA	0.03	6.252	6.282	0.524	2.439	120.85	3.01	10.07	17.66	0.42	1.26	7.98	NA	NA	NA	NA	NA	NA	0.79	0.08	3.23	4.02	4652.61	395.582	36.145	359	3481.928	NA	32.129	6	1010000	262000	4150000	2250000	385000	6790000	0.35	4.1	258.86	100.154	9344.376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E2_50"	"MP4_E2_50_0.4.3"	"MP4_E2_50_3.10"	"MP4_E2_50_10.50"	"MP4_E2_50_50.200"	"MP4_E2_50_3.180"
"502"	505	"MP4_E2_30m"	"MP4_E2_30m_ss"	"MP4_E2_30m_ss_mean"	"MP4_E2_30m_nonss_mean"	"MP4"	"E2"	"2014-08-13T14:08:00"	"13.08.14"	80.7727	14.984	1693	"30"	"epi"	30.647	34.2046	-0.8316	-0.8325	6.503	8.27115	0.56515	0.13	27.5022	NA	0.65	NA	0.021	NA	NA	NA	57.19	686.3	14.17491741	NA	NA	NA	NA	0.05	5.569	5.619	0.513	2.497	136.52	23.48	11.38	19.4	2.37	1.39	8.21	NA	NA	NA	NA	NA	NA	0.53	0.1	2.54	3.07	8010.04	981.928	84.337	898	4273.092	NA	190.763	404	874000	231000	5100000	2100000	406000	7600000	0.36	5.83	172.573	33.898	8225.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E2_30"	"MP4_E2_30_0.4.3"	"MP4_E2_30_3.10"	"MP4_E2_30_10.50"	"MP4_E2_30_50.200"	"MP4_E2_30_3.180"
"503"	506	"MP4_E2_20m"	"MP4_E2_20m_ss"	"MP4_E2_20m_ss_mean"	"MP4_E2_20m_nonss_mean"	"MP4"	"E2"	"2014-08-13T14:08:00"	"13.08.14"	80.7727	14.984	1693	"20"	"epi"	20.273	33.6563	-0.9046	-0.9051	7.00495	8.31879	2.2516	0.159	27.0608	NA	1.158	NA	0.359	NA	NA	NA	59.61	715.3	10.29620011	NA	NA	NA	NA	0	3.975	3.975	0.284	1.857	207.33	3.74	17.28	35.89	4.1	2.56	6.74	NA	NA	NA	NA	NA	NA	1.51	0.03	4.69	6.2	4429.719	319.277	14.056	305	1560.241	NA	24.096	28	1030000	342000	4040000	2230000	672000	6940000	0.49	3.91	328.197	67.797	14389.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E2_20"	"MP4_E2_20_0.4.3"	"MP4_E2_20_3.10"	"MP4_E2_20_10.50"	"MP4_E2_20_50.200"	"MP4_E2_20_3.180"
"504"	507	"MP4_E2_10m"	"MP4_E2_10m_ss"	"MP4_E2_10m_ss_mean"	"MP4_E2_10m_nonss_mean"	"MP4"	"E2"	"2014-08-13T14:08:00"	"13.08.14"	80.7727	14.984	1693	"10"	"epi"	10.452	32.9723	-0.0747	-0.075	7.13714	8.17351	1.4047	0.196	26.473	NA	1.205	NA	0.31	NA	NA	NA	59.55	714.6	10.93940448	NA	NA	NA	NA	0	1.462	1.462	0.119	1.306	251.52	15.12	20.96	43.4	0.63	3.1	6.76	NA	NA	NA	NA	NA	NA	1.54	0.16	4.74	6.28	639.839	289.738	38.229	252	442.656	NA	12.072	16	1050000	383000	5570000	2910000	791000	9270000	0.58	5.32	446.071	99.384	14322.034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E2_10"	"MP4_E2_10_0.4.3"	"MP4_E2_10_3.10"	"MP4_E2_10_10.50"	"MP4_E2_10_50.200"	"MP4_E2_10_3.180"
"505"	508	"MP4_E2_5m"	"MP4_E2_5m_ss"	"MP4_E2_5m_ss_mean"	"MP4_E2_5m_nonss_mean"	"MP4"	"E2"	"2014-08-13T14:08:00"	"13.08.14"	80.7727	14.984	1693	"5"	"epi"	4.749	32.0406	0.1178	0.1177	6.66933	8.18359	0.2123	0.191	25.7122	NA	0.537	NA	0.165	NA	NA	NA	53.69	644.3	20.43432624	NA	NA	NA	NA	0	0.486	0.486	0.074	0.911	173.9	6.76	14.49	30.46	4.26	2.18	6.66	NA	NA	NA	NA	NA	NA	1.72	0.04	5.05	6.77	4919.517	989.94	126.761	863	3927.565	NA	82.495	12	752000	285000	3850000	2600000	586000	7030000	0.61	5.12	100.154	23.112	6033.898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E2_5"	"MP4_E2_5_0.4.3"	"MP4_E2_5_3.10"	"MP4_E2_5_10.50"	"MP4_E2_5_50.200"	"MP4_E2_5_3.180"
"506"	509	"MP4_E2_1m"	"MP4_E2_1m_ss"	"MP4_E2_1m_ss_mean"	"MP4_E2_1m_nonss_mean"	"MP4"	"E2"	"2014-08-13T14:08:00"	"13.08.14"	80.7727	14.984	1693	"1"	"epi"	1.593	31.8473	0.1139	0.1139	6.58098	8.19524	0.16147	0.193	25.5565	NA	0.392	NA	0.106	NA	NA	NA	68.45	821.4	11.08976395	NA	NA	NA	NA	0	0.718	0.718	0.082	0.893	175.96	1.34	14.66	30.25	2.26	2.16	6.79	NA	NA	NA	NA	NA	NA	1.91	0.04	5.37	7.28	6813.253	821.285	98.394	723	2463.855	NA	108.434	12	750000	292000	4470000	2920000	572000	7970000	0.64	5.97	334.361	90.909	21186.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E2_1"	"MP4_E2_1_0.4.3"	"MP4_E2_1_3.10"	"MP4_E2_1_10.50"	"MP4_E2_1_50.200"	"MP4_E2_1_3.180"
"507"	510	"MP4_E4_185m"	"MP4_E4_185m_ss"	"MP4_E4_185m_ss_mean"	"MP4_E4_185m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:00"	"15.08.14"	80.6503	15.1008	195	"185"	"epi"	186.223	35.121	3.8771	3.8642	5.5718	7.27982	0.11	0.099	27.8953	NA	0.073	NA	NA	NA	NA	NA	57.6	691.2	19.5	9.3	130.2	6.2	NA	0.02	10.177	10.197	0.729	4.049	52.12	0.81	4.34	5.67	0.97	0.4	10.73	53.26	639.08	8.9	124.57	0.46	5.99	NA	NA	NA	NA	335.671	85.671	16.032	70	53.106	NA	18.036	NA	280000	45300	3170000	911000	111000	4190000	0.19	11.32	182.774	23.535	4319.479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_185"	"MP4_E4_185_0.4.3"	"MP4_E4_185_3.10"	"MP4_E4_185_10.50"	"MP4_E4_185_50.200"	"MP4_E4_185_3.180"
"508"	511	"MP4_E4_100m"	"MP4_E4_100m_ss"	"MP4_E4_100m_ss_mean"	"MP4_E4_100m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:01"	"15.08.14"	80.6503	15.1008	195	"100"	"epi"	101.545	35.1259	4.1148	4.1077	5.53615	7.23719	0.15	0.098	27.8742	NA	0.093	NA	NA	NA	NA	NA	59.3	711.6	19.2	9.9	138.8	6	NA	0.01	9.274	9.284	0.731	3.968	45.71	2.79	3.81	6.06	0.15	0.43	8.8	55.49	665.89	9.48	132.76	0.49	5.85	NA	NA	NA	NA	189.88	66.132	10.02	56	44.088	NA	3.507	NA	347000	48700	3980000	1060000	125000	5160000	0.16	11.48	157.737	18.528	4181.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_100"	"MP4_E4_100_0.4.3"	"MP4_E4_100_3.10"	"MP4_E4_100_10.50"	"MP4_E4_100_50.200"	"MP4_E4_100_3.180"
"509"	512	"MP4_E4_50m"	"MP4_E4_50m_ss"	"MP4_E4_50m_ss_mean"	"MP4_E4_50m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:02"	"15.08.14"	80.6503	15.1008	195	"50"	"epi"	50.491	35.1194	5.3613	5.3572	5.53119	7.02221	0.59	0.121	27.7269	NA	0.504	NA	NA	NA	NA	NA	59.3	711.6	19.2	10.5	146.6	5.7	NA	0	8.731	8.731	0.689	3.401	104.57	44.93	8.71	18.84	10.86	1.35	6.47	50.59	607.03	9.12	127.72	0.48	5.54	NA	NA	NA	NA	810.12	258.517	22.044	236	773.046	NA	5.01	NA	690000	81100	5420000	1800000	317000	7540000	0.13	7.86	158.818	18.036	6477.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_50"	"MP4_E4_50_0.4.3"	"MP4_E4_50_3.10"	"MP4_E4_50_10.50"	"MP4_E4_50_50.200"	"MP4_E4_50_3.180"
"510"	513	"MP4_E4_30m"	"MP4_E4_30m_ss"	"MP4_E4_30m_ss_mean"	"MP4_E4_30m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:03"	"15.08.14"	80.6503	15.1008	195	"30"	"epi"	29.122	35.0427	5.5916	5.5892	5.67801	6.98719	1.55	0.163	27.638	NA	1.337	NA	NA	NA	NA	NA	63.1	757.2	16.9	9.4	131.3	6.7	NA	0.05	7.473	7.523	0.599	2.549	138.06	21.43	11.51	24.28	5.47	1.73	6.64	51.59	619.14	7.64	107	0.45	6.75	NA	NA	NA	NA	2325.651	601.703	67.635	534	1938.377	NA	20.04	NA	1e+06	119000	7640000	2340000	461000	10400000	0.13	7.62	394.289	80.661	15686.874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_30"	"MP4_E4_30_0.4.3"	"MP4_E4_30_3.10"	"MP4_E4_30_10.50"	"MP4_E4_30_50.200"	"MP4_E4_30_3.180"
"511"	514	"MP4_E4_20m"	"MP4_E4_20m_ss"	"MP4_E4_20m_ss_mean"	"MP4_E4_20m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:04"	"15.08.14"	80.6503	15.1008	195	"20"	"epi"	20.708	35.0198	5.611	5.6093	5.73856	6.98501	1.96	0.189	27.6175	NA	1.577	NA	NA	NA	NA	NA	66.1	793.2	16.1	9.1	126.7	7.3	NA	0.06	6.99	7.05	0.494	2.364	169.85	6.87	14.15	32.47	2.02	2.32	6.1	51.95	623.35	6.73	94.23	0.42	7.72	NA	NA	NA	NA	4324.649	1021.376	133.601	888	3758.851	NA	41.416	NA	1060000	132000	8510000	2520000	507000	11500000	0.14	7.99	398.798	84.836	17103.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_20"	"MP4_E4_20_0.4.3"	"MP4_E4_20_3.10"	"MP4_E4_20_10.50"	"MP4_E4_20_50.200"	"MP4_E4_20_3.180"
"512"	515	"MP4_E4_15m"	"MP4_E4_15m_ss"	"MP4_E4_15m_ss_mean"	"MP4_E4_15m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:05"	"15.08.14"	80.6503	15.1008	195	"15"	"epi"	15.206	34.962	5.6317	5.6304	5.88678	6.98421	2.1	0.219	27.5692	NA	2.182	NA	NA	NA	NA	NA	65.9	790.8	16.5	11.5	161	5.7	NA	0	5	5	0.419	1.746	208.64	10.01	17.39	38.81	2.96	2.77	6.27	48.51	582.16	8.73	122.19	0.53	5.56	NA	NA	NA	NA	5031.396	1184.369	185.037	999	3977.288	NA	45.424	NA	1270000	160000	1e+07	3200000	614000	13800000	0.14	7.91	397.462	94.856	17771.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_15"	"MP4_E4_15_0.4.3"	"MP4_E4_15_3.10"	"MP4_E4_15_10.50"	"MP4_E4_15_50.200"	"MP4_E4_15_3.180"
"513"	516	"MP4_E4_10m"	"MP4_E4_10m_ss"	"MP4_E4_10m_ss_mean"	"MP4_E4_10m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:06"	"15.08.14"	80.6503	15.1008	195	"10"	"epi"	10.621	34.2251	4.9852	4.9844	6.49594	7.12782	1.4	0.284	27.0626	NA	1.929	NA	NA	NA	NA	NA	67.9	814.8	13.3	11.7	163.5	5.8	NA	0	1.624	1.624	0.13	0.592	286.73	0.6	23.89	55.75	2.83	3.98	6	44.01	528.07	7.69	107.72	0.58	5.72	NA	NA	NA	NA	4295.257	504.342	80.16	424	2975.952	NA	44.756	NA	1680000	222000	12600000	4180000	923000	17700000	0.15	7.49	370.741	92.852	25383.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_10"	"MP4_E4_10_0.4.3"	"MP4_E4_10_3.10"	"MP4_E4_10_10.50"	"MP4_E4_10_50.200"	"MP4_E4_10_3.180"
"514"	517	"MP4_E4_5m"	"MP4_E4_5m_ss"	"MP4_E4_5m_ss_mean"	"MP4_E4_5m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:07"	"15.08.14"	80.6503	15.1008	195	"5"	"epi"	5.545	32.4469	1.8255	1.8253	6.60601	7.80419	0.36	0.185	25.9379	NA	0.944	NA	NA	NA	NA	NA	66.1	793.2	11.3	11	153.8	6	NA	0	0.312	0.312	0.073	0.479	227.67	9.78	18.97	43.53	2.6	3.11	6.1	47.13	565.53	7.88	110.3	0.7	5.98	NA	NA	NA	NA	7897.796	722.779	90.848	632	3828.323	NA	82.832	NA	1340000	209000	9890000	3400000	676000	1.4e+07	0.18	7.38	256.513	56.78	21547.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_5"	"MP4_E4_5_0.4.3"	"MP4_E4_5_3.10"	"MP4_E4_5_10.50"	"MP4_E4_5_50.200"	"MP4_E4_5_3.180"
"515"	518	"MP4_E4_1m"	"MP4_E4_1m_ss"	"MP4_E4_1m_ss_mean"	"MP4_E4_1m_nonss_mean"	"MP4"	"E4"	"2014-08-15T14:08:08"	"15.08.14"	80.6503	15.1008	195	"1"	"epi"	2.068	31.7326	0.5504	0.5503	6.47859	8.10723	0.11	0.165	25.4429	NA	0.431	NA	NA	NA	NA	NA	67.6	811.2	11.3	11.2	157.2	6	NA	0	0.069	0.069	0.066	0.591	166.57	1.46	13.88	28.63	0.26	2.04	6.79	53.72	644.63	9.19	128.61	0.81	5.85	NA	NA	NA	NA	2796.259	158.317	20.04	138	899.132	NA	10.02	NA	981000	189000	5260000	3820000	911000	9990000	0.24	5.36	170.341	31.396	14957.916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_E4_1"	"MP4_E4_1_0.4.3"	"MP4_E4_1_3.10"	"MP4_E4_1_10.50"	"MP4_E4_1_50.200"	"MP4_E4_1_3.180"
"516"	519	"MP4_C1_1000m"	"MP4_C1_1000m_ss"	"MP4_C1_1000m_ss_mean"	"MP4_C1_1000m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:09"	"17.08.14"	79.3725	3.896666667	3596	"1000"	"meso"	1012.792	34.9378	-0.148	-0.1922	5.70664	8.08018	0.0366	0.038	28.0639	NA	0.005	NA	NA	NA	NA	NA	53.68	644.2	21.6	9.2	128.7	NA	0	0	12.42	12.42	0.92	0.1	29.7	3.43	2.48	3.44	0.68	0.25	10.09	51.21	614.48	8.95	125.25	0.41	5.72	NA	NA	NA	NA	93.093	8.008	2.002	6	12.513	NA	5.506	NA	18800	4670	448000	150000	20900	618000	0.33	23.82	29.574	7.018	1454.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_1000"	"MP4_C1_1000_0.4.3"	"MP4_C1_1000_3.10"	"MP4_C1_1000_10.50"	"MP4_C1_1000_50.200"	"MP4_C1_1000_3.180"
"517"	520	"MP4_C1_750m"	"MP4_C1_750m_ss"	"MP4_C1_750m_ss_mean"	"MP4_C1_750m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:10"	"17.08.14"	79.3725	3.896666667	3596	"750"	"meso"	759.176	34.9602	0.6506	0.6143	5.66259	7.91029	0.0366	0.055	28.0363	NA	0.005	NA	NA	NA	NA	NA	51.63	619.5	19.7	7.4	103.9	NA	0.0321	0	12.21	12.2421	0.92	0.09	41.29	1.43	3.44	3.92	1.07	0.28	12.3	48.19	578.24	7.14	100.01	0.36	6.75	NA	NA	NA	NA	107.161	4.006	0	4	4.006	NA	1.002	NA	74800	15600	2360000	628000	93500	3080000	0.26	31.48	28.056	7.515	1792.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_750"	"MP4_C1_750_0.4.3"	"MP4_C1_750_3.10"	"MP4_C1_750_10.50"	"MP4_C1_750_50.200"	"MP4_C1_750_3.180"
"518"	521	"MP4_C1_500m"	"MP4_C1_500m_ss"	"MP4_C1_500m_ss_mean"	"MP4_C1_500m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:11"	"17.08.14"	79.3725	3.896666667	3596	"500"	"meso"	507.639	35.0464	2.2195	2.1897	5.64999	7.5919	0.0366	0.061	27.9909	NA	0.013	NA	NA	NA	NA	NA	56.4	676.8	19.6	7.6	107	NA	0.0516	0	11.93	11.9816	0.87	0.05	39.49	4.32	3.29	4.31	1.44	0.31	10.7	53.11	637.26	7.33	102.65	0.37	7.24	NA	NA	NA	NA	186.186	13.013	1.001	12	17.518	NA	1.001	NA	572000	117000	7570000	6100000	1030000	14700000	0.26	13.23	68.637	17.535	2758.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_500"	"MP4_C1_500_0.4.3"	"MP4_C1_500_3.10"	"MP4_C1_500_10.50"	"MP4_C1_500_50.200"	"MP4_C1_500_3.180"
"519"	522	"MP4_C1_200m"	"MP4_C1_200m_ss"	"MP4_C1_200m_ss_mean"	"MP4_C1_200m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:12"	"17.08.14"	79.3725	3.896666667	3596	"200"	"meso"	203.789	35.119	3.6992	3.6853	5.61528	7.31195	0.071	0.091	27.912	NA	0.033	NA	NA	NA	NA	NA	52.6	631.2	18.6	7.2	101	NA	0	0	11.39	11.39	0.83	0.01	53.77	3.11	4.48	7.14	1.61	0.51	8.79	48.12	577.42	6.71	93.87	0.36	7.18	NA	NA	NA	NA	215.323	44.066	11.517	33	26.54	NA	1.002	NA	286000	40500	2880000	1440000	316000	4640000	0.17	10.07	107.214	20.541	3295.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_200"	"MP4_C1_200_0.4.3"	"MP4_C1_200_3.10"	"MP4_C1_200_10.50"	"MP4_C1_200_50.200"	"MP4_C1_200_3.180"
"520"	523	"MP4_C1_100m"	"MP4_C1_100m_ss"	"MP4_C1_100m_ss_mean"	"MP4_C1_100m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:13"	"17.08.14"	79.3725	3.896666667	3596	"100"	"epi"	100.332	35.1502	4.523	4.5155	5.44624	7.16427	0.158	0.088	27.849	NA	0.11	NA	NA	NA	NA	NA	53.89	646.7	19.7	12	168.5	NA	0	0	7.65	7.65	0.59	0.09	58.33	7.3	4.86	9.22	0.42	0.66	7.38	49.03	588.4	11.37	159.24	0.58	4.31	NA	NA	NA	NA	336.172	136.273	38.076	98	75.15	NA	2.505	NA	730000	79500	7030000	1540000	276000	8850000	0.12	9.63	198.397	23.046	6447.896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_100"	"MP4_C1_100_0.4.3"	"MP4_C1_100_3.10"	"MP4_C1_100_10.50"	"MP4_C1_100_50.200"	"MP4_C1_100_3.180"
"521"	524	"MP4_C1_50m"	"MP4_C1_50m_ss"	"MP4_C1_50m_ss_mean"	"MP4_C1_50m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:14"	"17.08.14"	79.3725	3.896666667	3596	"50"	"epi"	51.693	34.9214	3.6531	3.6496	5.79817	7.32992	0.356	0.104	27.7593	NA	0.351	NA	NA	NA	NA	NA	60.72	728.6	17.2	10.6	148.3	NA	0.6382	0	5.97	6.6082	0.55	0.04	80.51	2.95	6.71	13.33	1.73	0.95	7.05	54.01	648.09	9.64	135.01	0.56	5.6	NA	NA	NA	NA	689.379	258.517	35.07	223	648.798	NA	9.018	NA	821000	109000	7360000	1960000	397000	9710000	0.15	8.96	419.549	81.203	10292.231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_50"	"MP4_C1_50_0.4.3"	"MP4_C1_50_3.10"	"MP4_C1_50_10.50"	"MP4_C1_50_50.200"	"MP4_C1_50_3.180"
"522"	525	"MP4_C1_30m"	"MP4_C1_30m_ss"	"MP4_C1_30m_ss_mean"	"MP4_C1_30m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:15"	"17.08.14"	79.3725	3.896666667	3596	"30"	"epi"	30.347	34.6226	3.3906	3.3886	6.58309	7.3925	1.55	0.177	27.5471	NA	1.323	NA	NA	NA	NA	NA	62.61	751.3	13	10	140.4	NA	0.7845	0	2.19	2.9745	0.23	0.06	179.16	19.07	14.93	35.06	4.48	2.5	5.96	47.68	572.14	7.52	105.3	0.58	6.34	NA	NA	NA	NA	2024.048	786.573	155.311	631	1950.902	NA	23.046	NA	1480000	187000	13500000	3920000	706000	18100000	0.15	9.11	332.164	69.639	7045.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_30"	"MP4_C1_30_0.4.3"	"MP4_C1_30_3.10"	"MP4_C1_30_10.50"	"MP4_C1_30_50.200"	"MP4_C1_30_3.180"
"523"	526	"MP4_C1_25m"	"MP4_C1_25m_ss"	"MP4_C1_25m_ss_mean"	"MP4_C1_25m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:16"	"17.08.14"	79.3725	3.896666667	3596	"25"	"epi"	25.682	34.5902	3.6015	3.5998	6.59422	7.35547	1.74	0.191	27.5006	NA	1.473	NA	NA	NA	NA	NA	64.14	769.7	12.6	11	153.6	NA	0.5973	0	1.03	1.6273	0.19	0.08	186.5	4.78	15.54	34.77	0.86	2.48	6.26	48.6	583.18	8.49	118.83	0.67	5.73	0.51	0.02	2.49	3	3133.835	947.368	179.95	767	2709.774	NA	28.07	NA	734000	92900	6360000	1970000	403000	8730000	0.14	8.66	305.959	57.586	10344.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_25"	"MP4_C1_25_0.4.3"	"MP4_C1_25_3.10"	"MP4_C1_25_10.50"	"MP4_C1_25_50.200"	"MP4_C1_25_3.180"
"524"	527	"MP4_C1_20m"	"MP4_C1_20m_ss"	"MP4_C1_20m_ss_mean"	"MP4_C1_20m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:17"	"17.08.14"	79.3725	3.896666667	3596	"20"	"epi"	20.044	34.1999	2.0548	2.0537	6.99863	7.66738	1.12	0.185	27.3263	NA	1.225	NA	NA	NA	NA	NA	66.19	794.3	12.7	10.7	150.5	NA	0.5497	0.01	1.41	1.9697	0.18	0.02	197.62	8.89	16.47	36.68	3.29	2.62	6.29	49.73	596.71	8.13	113.8	0.64	6.12	0.84	0.05	3.34	4.19	5809.619	1477.956	420.842	1057	2595.691	NA	36.072	NA	1400000	199000	10200000	3e+06	589000	13800000	0.17	7.32	183.367	48.096	7211.423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_20"	"MP4_C1_20_0.4.3"	"MP4_C1_20_3.10"	"MP4_C1_20_10.50"	"MP4_C1_20_50.200"	"MP4_C1_20_3.180"
"525"	528	"MP4_C1_10m"	"MP4_C1_10m_ss"	"MP4_C1_10m_ss_mean"	"MP4_C1_10m_nonss_mean"	"MP4"	"C1"	"2014-08-17T14:08:18"	"17.08.14"	79.3725	3.896666667	3596	"10"	"epi"	10.423	33.4758	2.4386	2.438	6.84259	7.62983	0.449	0.213	26.7161	NA	0.839	NA	NA	NA	NA	NA	66.01	792.1	11.5	11.1	155.5	NA	0.1222	0	0.25	0.3722	0.11	0.02	210.7	15.64	17.56	40.31	4.67	2.88	6.1	48.45	581.39	8.23	115.23	0.72	5.89	0.91	0.02	3.49	4.4	9470.677	986.466	245.614	741	1617.544	NA	58.647	NA	1120000	188000	8130000	2330000	457000	10900000	0.2	7.28	384.461	104.762	17670.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP4_C1_10"	"MP4_C1_10_0.4.3"	"MP4_C1_10_3.10"	"MP4_C1_10_10.50"	"MP4_C1_10_50.200"	"MP4_C1_10_3.180"
